;X;CODE;codeplas;plasnaam;SBZ;meetnet;HabtypeSel;HabtypeVel;INSIDE_X;INSIDE_Y;LabSampleID;FieldSampleID;FieldObserver;FieldSampleRemark;FieldSamplingDate;Component;LIMSAnalysisName;Unit;AquaComponent;AquaUnit;ResultNumeric;ResultFormatted;ResultFormattedNumeric;IsBelowLOQ;IsAboveLOQ;IsCalc;ResultCalc;label
557;174491;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;NH4;IC_KATIONEN;mg/L;NH4;mg/L;0;<0.1;0,1;TRUE;FALSE;FALSE;0,05;NH4 (mg/L)
558;174492;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;K;IC_KATIONEN;mg/L;K;mg/L;17,6032;17.60;17,6;FALSE;FALSE;FALSE;17,6;K (mg/L)
559;174493;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;Mg;IC_KATIONEN;mg/L;Mg;mg/L;20,5699;20.57;20,57;FALSE;FALSE;FALSE;20,57;Mg (mg/L)
560;174494;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;Ca;IC_KATIONEN;mg/L;Ca;mg/L;27,0905;27.09;27,09;FALSE;FALSE;FALSE;27,09;Ca (mg/L)
561;174495;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;Al;ICP_MET_OPT8300_W;mg/L;Al;mg/L;0,005905;<0.05;0,05;TRUE;FALSE;FALSE;0,025;Al (mg/L)
562;174496;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;Fe;ICP_MET_OPT8300_W;mg/L;Fe;mg/L;0,007789;<0.030;0,03;TRUE;FALSE;FALSE;0,015;Fe (mg/L)
563;174497;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;Mn;ICP_MET_OPT8300_W;mg/L;Mn;mg/L;0,001515;<0.005;0,005;TRUE;FALSE;FALSE;0,0025;Mn (mg/L)
564;174498;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;S;ICP_MET_OPT8300_W;mg/L;S;mg/L;15,333189;15.33;15,33;FALSE;FALSE;FALSE;15,33;S (mg/L)
565;174499;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;Si;ICP_MET_OPT8300_W;mg/L;Si;mg/L;1,192894;1.19;1,19;FALSE;FALSE;FALSE;1,19;Si (mg/L)
566;174500;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;T.P;P_TOT_L_ICP_W;mg/L;TP;mg/L;0,1211;0.1211;0,1211;FALSE;FALSE;FALSE;0,1211;TP (mg/L)
567;174501;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;CHL.A;CHLA_SPECTRO;µg/l;chl_a;µg/l;152,218;152.2;152,2;FALSE;FALSE;FALSE;152,2;chl_a (µg/l)
568;174502;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;Faeofytine;CHLA_SPECTRO;µg/l;faeo;µg/l;16,5982;16.6;16,6;FALSE;FALSE;FALSE;16,6;faeo (µg/l)
569;174503;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;ZS.105;ZS_FILT_105;g/L;ZS_105;g/L;0,019692308;<0.025;0,025;TRUE;FALSE;FALSE;0,0125;ZS_105 (g/L)
570;174504;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;ZS.550;ZS_FILT_550;g/L;ZS_550;g/L;0,019692308;<0.025;0,025;TRUE;FALSE;FALSE;0,0125;ZS_550 (g/L)
571;174505;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;T.KATION;QC_IONENBALANS;meq/L;T_kation;meq/L;7,78568948;77.857;7,7857;FALSE;FALSE;FALSE;7,7857;T_kation (meq/L)
572;174506;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;T.ANION;QC_IONENBALANS;meq/L;T_anion;meq/L;7,12978874;71.298;7,1298;FALSE;FALSE;FALSE;7,1298;T_anion (meq/L)
573;174507;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;VERSCHIL.IC.ABS;QC_IONENBALANS;meq/L;verschil_IC_abs;meq/L;0,65588948;0.656;0,656;FALSE;FALSE;FALSE;0,656;verschil_IC_abs (meq/L)
574;174508;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;VERSCHIL.IC.PROC;QC_IONENBALANS;%;verschil_IC_proc;%;4,397374794;4.4;4,4;FALSE;FALSE;FALSE;4,4;verschil_IC_proc (%)
575;174509;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;EC.MEAS;QC_GELEIDBAARHEID;µS/cm;EGV_labo;µS/cm;818;818.00;818;FALSE;FALSE;FALSE;818;EGV_labo (µS/cm)
576;174510;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;EC.CALC;QC_GELEIDBAARHEID;µS/cm;EGV_calc;µS/cm;751,2274537;751.23;751,23;FALSE;FALSE;FALSE;751,23;EGV_calc (µS/cm)
577;174511;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;VERSCHIL.EC.ABS;QC_GELEIDBAARHEID;µS/cm;verschil_EGV_abs;µS/cm;66,77;66.77;66,77;FALSE;FALSE;FALSE;66,77;verschil_EGV_abs (µS/cm)
578;174512;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;VERSCHIL.EC.PROC;QC_GELEIDBAARHEID;%;verschil_EGV_proc;%;8,162591687;8.16;8,16;FALSE;FALSE;FALSE;8,16;verschil_EGV_proc (%)
579;174513;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;pH.25;PHH2O_TIT_W;-;pH_labo;-;9,23;9.23;9,23;FALSE;FALSE;FALSE;9,23;pH_labo (-)
580;174514;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;EC.25;EC_TIT_W;µS/cm;EGV_tit;µS/cm;816,9;816.90;816,9;FALSE;FALSE;FALSE;816,9;EGV_tit (µS/cm)
581;174515;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;HCO3;ALK_OEP_W;mg/L;HCO3_OEP;mg/L;123,3623333;123.36;123,36;FALSE;FALSE;FALSE;123,36;HCO3_OEP (mg/L)
582;174516;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;CO3;ALK_OEP_W;mg/L;CO3;mg/L;16,5;16.50;16,5;FALSE;FALSE;FALSE;16,5;CO3 (mg/L)
583;174517;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;OH;ALK_OEP_W;mg/L;OH;mg/L;0;<0.36;0,36;TRUE;FALSE;FALSE;0,18;OH (mg/L)
584;174518;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Cl;IC_ANIONEN;mg/L;Cl;mg/L;150,9272;150.93;150,93;FALSE;FALSE;FALSE;150,93;Cl (mg/L)
585;174519;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;NO2;IC_ANIONEN;mg/L;NO2;mg/L;0;<0.02;0,02;TRUE;FALSE;FALSE;0,01;NO2 (mg/L)
586;174520;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;NO3;IC_ANIONEN;mg/L;NO3;mg/L;0,0445;<0.1;0,1;TRUE;FALSE;FALSE;0,05;NO3 (mg/L)
587;174521;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;SO4;IC_ANIONEN;mg/L;SO4;mg/L;46,6295;46.63;46,63;FALSE;FALSE;FALSE;46,63;SO4 (mg/L)
588;174522;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;PO4;IC_ANIONEN;mg/L;PO4;mg/L;0;<0.1;0,1;TRUE;FALSE;FALSE;0,05;PO4 (mg/L)
589;174523;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Na;IC_KATIONEN;mg/L;Na;mg/L;99,6408;99.64;99,64;FALSE;FALSE;FALSE;99,64;Na (mg/L)
590;174524;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;NH4;IC_KATIONEN;mg/L;NH4;mg/L;0;<0.1;0,1;TRUE;FALSE;FALSE;0,05;NH4 (mg/L)
591;174525;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;K;IC_KATIONEN;mg/L;K;mg/L;17,7179;17.72;17,72;FALSE;FALSE;FALSE;17,72;K (mg/L)
592;174526;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Mg;IC_KATIONEN;mg/L;Mg;mg/L;20,7122;20.71;20,71;FALSE;FALSE;FALSE;20,71;Mg (mg/L)
593;174527;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Ca;IC_KATIONEN;mg/L;Ca;mg/L;27,5429;27.54;27,54;FALSE;FALSE;FALSE;27,54;Ca (mg/L)
594;174528;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Al;ICP_MET_OPT8300_W;mg/L;Al;mg/L;0,003173;<0.05;0,05;TRUE;FALSE;FALSE;0,025;Al (mg/L)
595;174529;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Fe;ICP_MET_OPT8300_W;mg/L;Fe;mg/L;0,008336;<0.030;0,03;TRUE;FALSE;FALSE;0,015;Fe (mg/L)
596;174530;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Mn;ICP_MET_OPT8300_W;mg/L;Mn;mg/L;0,001097;<0.005;0,005;TRUE;FALSE;FALSE;0,0025;Mn (mg/L)
597;174531;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;S;ICP_MET_OPT8300_W;mg/L;S;mg/L;15,160016;15.16;15,16;FALSE;FALSE;FALSE;15,16;S (mg/L)
598;174532;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Si;ICP_MET_OPT8300_W;mg/L;Si;mg/L;1,180512;1.18;1,18;FALSE;FALSE;FALSE;1,18;Si (mg/L)
599;174533;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;T.P;P_TOT_L_ICP_W;mg/L;TP;mg/L;0,1306;0.1306;0,1306;FALSE;FALSE;FALSE;0,1306;TP (mg/L)
600;174534;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;CHL.A;CHLA_SPECTRO;µg/l;chl_a;µg/l;119,954;120.0;120;FALSE;FALSE;FALSE;120;chl_a (µg/l)
601;174535;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;Faeofytine;CHLA_SPECTRO;µg/l;faeo;µg/l;15,4512;15.5;15,5;FALSE;FALSE;FALSE;15,5;faeo (µg/l)
602;174536;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;ZS.105;ZS_FILT_105;g/L;ZS_105;g/L;0,015851852;<0.025;0,025;TRUE;FALSE;FALSE;0,0125;ZS_105 (g/L)
603;174537;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;ZS.550;ZS_FILT_550;g/L;ZS_550;g/L;0,015851852;<0.025;0,025;TRUE;FALSE;FALSE;0,0125;ZS_550 (g/L)
604;174538;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;T.KATION;QC_IONENBALANS;meq/L;T_kation;meq/L;7,867531878;78.675;7,8675;FALSE;FALSE;FALSE;7,8675;T_kation (meq/L)
605;174539;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;T.ANION;QC_IONENBALANS;meq/L;T_anion;meq/L;7,249090423;72.491;7,2491;FALSE;FALSE;FALSE;7,2491;T_anion (meq/L)
606;174540;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;VERSCHIL.IC.ABS;QC_IONENBALANS;meq/L;verschil_IC_abs;meq/L;0,618431878;0.618;0,618;FALSE;FALSE;FALSE;0,618;verschil_IC_abs (meq/L)
607;174924;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;VERSCHIL.IC.PROC;QC_IONENBALANS;%;verschil_IC_proc;%;4,091071837;4.1;4,1;FALSE;FALSE;FALSE;4,1;verschil_IC_proc (%)
608;174925;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;EC.MEAS;QC_GELEIDBAARHEID;µS/cm;EGV_labo;µS/cm;816,9;816.90;816,9;FALSE;FALSE;FALSE;816,9;EGV_labo (µS/cm)
609;174926;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;EC.CALC;QC_GELEIDBAARHEID;µS/cm;EGV_calc;µS/cm;760,7035573;760.70;760,7;FALSE;FALSE;FALSE;760,7;EGV_calc (µS/cm)
610;174927;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;VERSCHIL.EC.ABS;QC_GELEIDBAARHEID;µS/cm;verschil_EGV_abs;µS/cm;56,2;56.20;56,2;FALSE;FALSE;FALSE;56,2;verschil_EGV_abs (µS/cm)
611;174928;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;VERSCHIL.EC.PROC;QC_GELEIDBAARHEID;%;verschil_EGV_proc;%;6,879667034;6.88;6,88;FALSE;FALSE;FALSE;6,88;verschil_EGV_proc (%)
612;174929;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;TEMP.VELD;VELDMETING_W;°C;T_veld;°C;23,4;23.4;23,4;FALSE;FALSE;FALSE;23,4;T_veld (°C)
613;174930;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;pH.VELD;VELDMETING_W;-;pH_veld;-;9,46;9.46;9,46;FALSE;FALSE;FALSE;9,46;pH_veld (-)
614;174931;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;EC25.VELD;VELDMETING_W;µS/cm;EGV25_veld;µS/cm;818;818;818;FALSE;FALSE;FALSE;818;EGV25_veld (µS/cm)
615;174932;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;O2.VELD;VELDMETING_W;mg/L;O2_veld;mg/L;11,11;11.11;11,11;FALSE;FALSE;FALSE;11,11;O2_veld (mg/L)
616;174933;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;SAL.VELD;VELDMETING_W;g/kg;sal_veld;g/kg;0,3;0.3;0,3;FALSE;FALSE;FALSE;0,3;sal_veld (g/kg)
617;174934;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;SAT.VELD;VELDMETING_W;%;O2verz;%;129,9;129.9;129,9;FALSE;FALSE;FALSE;129,9;O2verz (%)
618;174935;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;SD.VELD;VELDMETING_W;M;SD_veld;m;0,6;0.60;0,6;FALSE;FALSE;FALSE;0,6;SD_veld (m)
619;174936;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001224;WVLDIK0133_R;Jo Packet;EMPTY;19/08/2024;WD.VELD;VELDMETING_W;M;WD_veld;m;10;10.00;10;FALSE;FALSE;FALSE;10;WD_veld (m)
620;174937;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;TEMP.VELD;VELDMETING_W;°C;T_veld;°C;23,1;23.1;23,1;FALSE;FALSE;FALSE;23,1;T_veld (°C)
621;174938;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;pH.VELD;VELDMETING_W;-;pH_veld;-;9,47;9.47;9,47;FALSE;FALSE;FALSE;9,47;pH_veld (-)
622;174939;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;EC25.VELD;VELDMETING_W;µS/cm;EGV25_veld;µS/cm;816;816;816;FALSE;FALSE;FALSE;816;EGV25_veld (µS/cm)
623;174940;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;O2.VELD;VELDMETING_W;mg/L;O2_veld;mg/L;10,29;10.29;10,29;FALSE;FALSE;FALSE;10,29;O2_veld (mg/L)
624;174941;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;SAL.VELD;VELDMETING_W;g/kg;sal_veld;g/kg;0,3;0.3;0,3;FALSE;FALSE;FALSE;0,3;sal_veld (g/kg)
625;174942;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;SAT.VELD;VELDMETING_W;%;O2verz;%;120;120.0;120;FALSE;FALSE;FALSE;120;O2verz (%)
626;174943;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;SD.VELD;VELDMETING_W;M;SD_veld;m;0,6;0.60;0,6;FALSE;FALSE;FALSE;0,6;SD_veld (m)
627;174944;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001225;WVLDIK0133_ZP;Jo Packet;EMPTY;19/08/2024;WD.VELD;VELDMETING_W;M;WD_veld;m;10;10.00;10;FALSE;FALSE;FALSE;10;WD_veld (m)
628;181976;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;pH.25;PHH2O_TIT_W;-;pH_labo;-;9,18;9.18;9,18;FALSE;FALSE;FALSE;9,18;pH_labo (-)
629;181977;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;EC.25;EC_TIT_W;µS/cm;EGV_tit;µS/cm;814,3;814.30;814,3;FALSE;FALSE;FALSE;814,3;EGV_tit (µS/cm)
630;181978;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;HCO3;ALK_OEP_W;mg/L;HCO3_OEP;mg/L;127,429;127.43;127,43;FALSE;FALSE;FALSE;127,43;HCO3_OEP (mg/L)
631;181979;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;CO3;ALK_OEP_W;mg/L;CO3;mg/L;14,58;14.58;14,58;FALSE;FALSE;FALSE;14,58;CO3 (mg/L)
632;181980;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;OH;ALK_OEP_W;mg/L;OH;mg/L;0;<0.36;0,36;TRUE;FALSE;FALSE;0,18;OH (mg/L)
633;181981;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;Cl;IC_ANIONEN;mg/L;Cl;mg/L;152,6882;152.69;152,69;FALSE;FALSE;FALSE;152,69;Cl (mg/L)
634;181982;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;NO2;IC_ANIONEN;mg/L;NO2;mg/L;0;<0.02;0,02;TRUE;FALSE;FALSE;0,01;NO2 (mg/L)
635;181983;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;NO3;IC_ANIONEN;mg/L;NO3;mg/L;0,0443;<0.1;0,1;TRUE;FALSE;FALSE;0,05;NO3 (mg/L)
636;181984;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;SO4;IC_ANIONEN;mg/L;SO4;mg/L;46,0753;46.08;46,08;FALSE;FALSE;FALSE;46,08;SO4 (mg/L)
637;181985;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;PO4;IC_ANIONEN;mg/L;PO4;mg/L;0;<0.1;0,1;TRUE;FALSE;FALSE;0,05;PO4 (mg/L)
638;181986;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;Na;IC_KATIONEN;mg/L;Na;mg/L;99,8871;99.89;99,89;FALSE;FALSE;FALSE;99,89;Na (mg/L)
639;181987;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;NH4;IC_KATIONEN;mg/L;NH4;mg/L;0;<0.1;0,1;TRUE;FALSE;FALSE;0,05;NH4 (mg/L)
640;181988;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;K;IC_KATIONEN;mg/L;K;mg/L;17,7329;17.73;17,73;FALSE;FALSE;FALSE;17,73;K (mg/L)
641;181989;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;Mg;IC_KATIONEN;mg/L;Mg;mg/L;20,7306;20.73;20,73;FALSE;FALSE;FALSE;20,73;Mg (mg/L)
642;181990;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;Ca;IC_KATIONEN;mg/L;Ca;mg/L;27,173;27.17;27,17;FALSE;FALSE;FALSE;27,17;Ca (mg/L)
643;181991;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;Al;ICP_MET_OPT8300_W;mg/L;Al;mg/L;0,006819;<0.05;0,05;TRUE;FALSE;FALSE;0,025;Al (mg/L)
644;181992;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;Fe;ICP_MET_OPT8300_W;mg/L;Fe;mg/L;0,006446;<0.030;0,03;TRUE;FALSE;FALSE;0,015;Fe (mg/L)
645;181993;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;Mn;ICP_MET_OPT8300_W;mg/L;Mn;mg/L;0,004195;<0.005;0,005;TRUE;FALSE;FALSE;0,0025;Mn (mg/L)
646;181994;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;S;ICP_MET_OPT8300_W;mg/L;S;mg/L;14,845816;14.85;14,85;FALSE;FALSE;FALSE;14,85;S (mg/L)
647;181995;WVLDIK0133;WVLDIK0133;NA;0;-;-;-;NA;NA;24-001231;WVLDIK0133_R;Jo Packet;EMPTY;9/09/2024;Si;ICP_MET_OPT8300_W;mg/L;Si;mg/L;1,798872;1.80;1,8;FALSE;FALSE;FALSE;1,8;Si (mg/L)
